16	9153765828	819201150	49789	2153
20	17158444058	1600001554	214671	4023
24	28887937284	2764803120	539974	6771
28	45059845518	4390404555	1166852	10550
32	66369368663	6553606569	2839711	15545
36	93576106860	9331209165	5454224	21916
40	127378060112	12800013728	12739489	29826
44	168492828347	17036818003	21159399	39531
48	217638011641	22118424323	30330626	50929
52	275531210079	28121629604	44120166	64416
56	342890023564	35123237135	58398586	80374
60	420431352146	43200046221	112503473	98547
64	508874195911	52428856364	155228819	119113
68	608935454879	62886465713	187261854	142424
72	721332728902	74649683827	224007810	168769
76	846783618322	87795289851	355911568	199510
80	986005722633	102400138460	517144329	231147
